,dates,Date,HourlyPrecip,AltimeterFlag,RelativeHumidityFlag,WetBulbCelsius,SeaLevelPressureFlag,Altimeter,ValueForWindCharacterFlag,HourlyPrecipFlag,SkyConditionFlag,DewPointFarenheitFlag,DewPointFarenheit,DewPointCelsiusFlag,RecordType,dates.1,DryBulbCelsiusFlag,WetBulbFarenheitFlag,SkyCondition,WindDirectionFlag,PressureChangeFlag,RelativeHumidity,SeaLevelPressure,RecordTypeFlag,DewPointCelsius,Time,PressureTendencyFlag,StationPressure,WeatherType,WBAN,WindDirection,WeatherTypeFlag,sethour,VisibilityFlag,WindSpeed,DryBulbFarenheit,ValueForWindCharacter,DryBulbFarenheitFlag,Visibility,DryBulbCelsius,PressureTendency,StationType,StationPressureFlag,WindSpeedFlag,WetBulbFarenheit,PressureChange,WetBulbCelsiusFlag
3,2015-08-04 11:00:00,20150804, , , ,17.2, ,29.97, , , , ,52, ,AA,2015-08-04 11:00:00, , ,FEW060 BKN250, , ,39,29.95, ,11.1,11, ,29.25, ,94846,290, ,11, ,11,79, , ,10.0,26.1, ,11, , ,63, , 
4,2015-08-05 11:00:00,20150805, , , ,17.9, ,30.04, , , , ,54, ,AA,2015-08-05 11:00:00, , ,SCT065 SCT170 BKN250, , ,41,30.02, ,12.2,11, ,29.32, ,94846,100, ,11, ,13,80, , ,10.0,26.7, ,11, , ,64, , 
5,2015-08-06 11:00:00,20150806, , , ,19.7, ,29.97, , , , ,59, ,AA,2015-08-06 11:00:00, , ,SCT042 SCT250, , ,46,29.95, ,15.0,11, ,29.25, ,94846,50, ,11, ,9,82, , ,10.0,27.8, ,11, , ,68, , 
6,2015-08-07 11:00:00,20150807, , , ,19.0, ,29.9, , , , ,58, ,AA,2015-08-07 11:00:00, , ,FEW047 SCT170 BKN250, , ,47,29.89, ,14.4,11, ,29.18, ,94846,200, ,11, ,9,80, , ,10.0,26.7, ,11, , ,66, , 
7,2015-08-08 11:00:00,20150808, , , ,21.0, ,29.93, , , , ,65, ,AA,2015-08-08 11:00:00, , ,FEW030 SCT150 BKN200, , ,62,29.91, ,18.3,11, ,29.21, ,94846,330, ,11, ,9,79, , ,10.0,26.1, ,11, , ,70, , 
8,2015-08-09 11:00:00,20150809, , , ,20.7, ,29.97, , , , ,67, ,SP,2015-08-09 11:00:00, , ,BKN032 BKN080 OVC120, , ,79,M, ,19.4,11, ,29.25,-DZ,94846,170, ,11, ,6,74, , ,5.0,23.3, ,11, , ,69, , 
9,2015-08-09 11:00:00,20150809,  T, , ,21.0, ,29.95, , , , ,66, ,AA,2015-08-09 11:00:00, , ,FEW050 BKN070 BKN250, , ,69,29.94, ,18.9,11, ,29.23, ,94846,150, ,11, ,6,77, , ,7.0,25.0, ,11, , ,70, , 
10,2015-08-10 11:00:00,20150810,  T, , ,21.7, ,29.85, , , , ,66, ,AA,2015-08-10 11:00:00, , ,SCT037 BKN070 OVC140, , ,60,29.83, ,18.9,11, ,29.13, ,94846,300, ,11, ,8,81, , ,10.0,27.2, ,11, , ,71, , 
11,2015-08-11 11:00:00,20150811, , , ,20.1, ,30.06, , , , ,61, ,AA,2015-08-11 11:00:00, , ,SCT045 BKN085, , ,51,30.04, ,16.1,11, ,29.34, ,94846,70, ,11, ,9,81, , ,10.0,27.2, ,11, , ,68, , 
12,2015-08-12 11:00:00,20150812, , , ,18.6, ,30.16, , , , ,59, ,AA,2015-08-12 11:00:00, , ,SCT039 BKN050, , ,56,30.15, ,15.0,11, ,29.44, ,94846,20, ,11, ,7,76, , ,10.0,24.4, ,11, , ,66, , 
13,2015-08-13 11:00:00,20150813, , , ,20.6, ,30.08, , , , ,61, ,AA,2015-08-13 11:00:00, , ,SCT160 BKN300, , ,46,30.07, ,16.1,11, ,29.36, ,94846,250, ,11, ,20,84,24, ,10.0,28.9, ,11, , ,69, , 
14,2015-08-14 11:00:00,20150814, , , ,23.2, ,30.1, , , , ,69, ,AA,2015-08-14 11:00:00, , ,BKN160, , ,61,30.09, ,20.6,11, ,29.38, ,94846,240, ,11, ,10,84, , ,10.0,28.9, ,11, , ,74, , 
15,2015-08-15 11:00:00,20150815, , , ,24.7, ,30.11, , , , ,72, ,AA,2015-08-15 11:00:00, , ,SCT045, , ,61,30.09, ,22.2,11, ,29.39, ,94846,260, ,11, ,7,87, , ,10.0,30.6, ,11, , ,76, , 
16,2015-08-16 11:00:00,20150816, , , ,23.0, ,30.09, , , , ,67, ,AA,2015-08-16 11:00:00, , ,SCT044 SCT055, , ,52,30.07, ,19.4,11, ,29.37, ,94846,240, ,11, ,7,87, , ,10.0,30.6, ,11, , ,73, , 
17,2015-08-17 11:00:00,20150817, , , ,22.3, ,30.0, , , , ,66, ,AA,2015-08-17 11:00:00, , ,SCT041 SCT050 BKN150, , ,53,29.98, ,18.9,11, ,29.28, ,94846,220, ,11, ,7,85, , ,10.0,29.4, ,11, , ,72, , 
18,2015-08-18 11:00:00,20150818, , , ,21.3, ,29.84, , , , ,66, ,SP,2015-08-18 11:00:00, , ,SCT026 BKN250, , ,65,M, ,19.0,11, ,29.12, ,94846,210, ,11, ,6,79, , ,10.0,26.0, ,11, , ,70, , 
19,2015-08-18 11:00:00,20150818, , , ,21.0, ,29.83, , , , ,66, ,AA,2015-08-18 11:00:00, , ,SCT026 BKN250, , ,69,29.82, ,18.9,11, ,29.11, ,94846,190, ,11, ,6,77, , ,10.0,25.0, ,11, , ,70, , 
20,2015-08-19 11:00:00,20150819, , , ,17.6, ,29.72, , , , ,57, ,AA,2015-08-19 11:00:00, , ,FEW040 FEW250, , ,56,29.71, ,13.9,11, ,29.0, ,94846,240, ,11, ,14,74,24, ,10.0,23.3, ,11, , ,64, , 
21,2015-08-20 11:00:00,20150820, , , ,14.6, ,29.87, , , , ,51, ,AA,2015-08-20 11:00:00, , ,BKN042, , ,55,29.86, ,10.6,11, ,29.15, ,94846,270, ,11, ,18,68,28, ,10.0,20.0, ,11, , ,58, , 
22,2015-08-21 11:00:00,20150821, , , ,18.5, ,30.08, , , , ,56, ,AA,2015-08-21 11:00:00, , ,FEW060, , ,44,30.07, ,13.3,11, ,29.36, ,94846,200, ,11, ,10,80, , ,10.0,26.7, ,11, , ,65, , 
23,2015-08-22 11:00:00,20150822, , , ,18.2, ,30.08, , , , ,55, ,AA,2015-08-22 11:00:00, , ,BKN250, , ,42,30.07, ,12.8,11, ,29.36, ,94846,170, ,11, ,16,80, , ,10.0,26.7, ,11, , ,65, , 
24,2015-08-23 11:00:00,20150823, , , ,18.1, ,29.85, , , , ,60, ,SP,2015-08-23 11:00:00, , ,FEW015 SCT033 SCT090, , ,66,M, ,15.6,11, ,29.13, ,94846,250, ,11, ,15,72,22, ,10.0,22.2, ,11, , ,65, , 
25,2015-08-23 11:00:00,20150823, , , ,17.0, ,29.84, , , , ,55, ,AA,2015-08-23 11:00:00, , ,FEW035 FEW090, , ,52,29.83, ,12.8,11, ,29.12, ,94846,260, ,11, ,17,74,25, ,10.0,23.3, ,11, , ,63, , 
26,2015-08-24 11:00:00,20150824, , , ,14.4, ,29.91, , , , ,46, ,AA,2015-08-24 11:00:00, , ,SCT055, , ,38,29.90, ,7.8,11, ,29.19, ,94846,270, ,11, ,22,73,31, ,10.0,22.8, ,11, , ,58, , 
27,2015-08-25 11:00:00,20150825, , , ,13.7, ,30.03, , , , ,50, ,SP,2015-08-25 11:00:00, , ,OVC030, , ,59,M, ,10.0,11, ,29.31, ,94846,320, ,11, ,14,65, , ,10.0,18.3, ,11, , ,57, , 
28,2015-08-25 11:00:00,20150825, , , ,13.9, ,30.03, , , , ,50, ,AA,2015-08-25 11:00:00, , ,BKN031, , ,57,30.03, ,10.0,11, ,29.31, ,94846,270, ,11, ,7,66, , ,10.0,18.9, ,11, , ,57, , 
29,2015-08-26 11:00:00,20150826, , , ,13.7, ,30.17, , , , ,51, ,AA,2015-08-26 11:00:00, , ,OVC029, , ,63,30.16, ,10.6,11, ,29.44, ,94846,360, ,11, ,7,64, , ,10.0,17.8, ,11, , ,57, , 
30,2015-08-27 11:00:00,20150827, , , ,15.6, ,30.19, , , , ,52, ,AA,2015-08-27 11:00:00, , ,SCT040, , ,51,30.18, ,11.1,11, ,29.47, ,94846,140, ,11, ,5,71, , ,10.0,21.7, ,11, , ,60, , 
31,2015-08-28 11:00:00,20150828, , , ,17.6, ,30.13, , , , ,59, ,AA,2015-08-28 11:00:00, , ,BKN100 BKN140 OVC250, , ,66,30.13, ,15.0,11, ,29.41, ,94846,230, ,11, ,7,71, , ,10.0,21.7, ,11, , ,64, , 
32,2015-08-29 11:00:00,20150829, , , ,18.7, ,30.02, , , , ,65, ,SP,2015-08-29 11:00:00, , ,SCT037CB BKN055 OVC080, , ,93,M, ,18.3,11, ,29.3,-RA BR,94846,170, ,11, ,10,67, , ,4.0,19.4, ,11, , ,66, , 
33,2015-08-29 11:00:00,20150829, , , ,18.7, ,30.01, , , , ,65, ,SP,2015-08-29 11:00:00, , ,FEW012 SCT040CB BKN085, , ,93,M, ,18.3,11, ,29.29,-RA BR,94846,190, ,11, ,7,67, , ,5.0,19.4, ,11, , ,66, , 
34,2015-08-29 11:00:00,20150829,  T, , ,18.7, ,30.0, , , , ,65, ,AA,2015-08-29 11:00:00, , ,SCT030CB BKN048 BKN090, , ,93,29.99, ,18.3,11, ,29.28,-RA BR,94846,190, ,11, ,7,67, , ,5.0,19.4, ,11, , ,66, , 
35,2015-08-30 11:00:00,20150830, , , ,18.6, ,30.07, , , , ,63, ,AA,2015-08-30 11:00:00, , ,OVC022, , ,79,30.06, ,17.2,11, ,29.35, ,94846,0, ,11, ,0,70, , ,8.0,21.1, ,11, , ,66, , 
36,2015-08-31 11:00:00,20150831, , , ,22.3, ,30.06, , , , ,67, ,AA,2015-08-31 11:00:00, , ,FEW032, , ,59,30.05, ,19.4,11, ,29.34, ,94846,0, ,11, ,0,83, , ,10.0,28.3, ,11, , ,72, , 
0,2015-08-01 12:00:00,20150801, , , ,19.6, ,29.94, , , , ,56, ,AA,2015-08-01 12:00:00, , ,SCT060 SCT090 SCT130, , ,36,29.92, ,13.3,12, ,29.22, ,94846,280, ,12, ,16,86,23, ,10.0,30.0, ,11, , ,67, , 
1,2015-08-02 12:00:00,20150802, , , ,23.1, ,29.75, , , , ,66, ,AA,2015-08-02 12:00:00, , ,FEW060 FEW250, , ,45,29.72, ,18.9,12, ,29.03, ,94846,240, ,12, ,20,90,33, ,10.0,32.2, ,11, , ,74, , 
2,2015-08-03 12:00:00,20150803, , , ,16.4, ,29.86, , , , ,48, ,AA,2015-08-03 12:00:00, , ,FEW055, , ,33,29.84, ,8.9,12, ,29.14, ,94846,310, ,12, ,13,80, , ,10.0,26.7, ,11, , ,62, , 
3,2015-08-04 12:00:00,20150804, , , ,17.6, ,29.97, , , , ,52, ,AA,2015-08-04 12:00:00, , ,FEW060 BKN250, , ,37,29.96, ,11.1,12, ,29.25, ,94846,280, ,12, ,16,81,22, ,10.0,27.2, ,11, , ,64, , 
4,2015-08-05 12:00:00,20150805, , , ,18.4, ,30.03, , , , ,55, ,AA,2015-08-05 12:00:00, , ,FEW065 BKN250, , ,41,30.02, ,12.8,12, ,29.31, ,94846,060, ,12, ,10,81, , ,10.0,27.2, ,11, , ,65, , 
5,2015-08-06 12:00:00,20150806, , , ,19.2, ,29.95, , , , ,58, ,AA,2015-08-06 12:00:00, , ,SCT050 SCT250, , ,46,29.94, ,14.4,12, ,29.23, ,94846,VR , ,12, ,6,81,16, ,10.0,27.2, ,11, , ,67, , 
6,2015-08-07 12:00:00,20150807, , , ,18.9, ,29.89, , , , ,57, ,AA,2015-08-07 12:00:00, , ,FEW050 SCT130 BKN250, , ,44,29.88, ,13.9,12, ,29.17, ,94846,190, ,12, ,10,81,20, ,10.0,27.2, ,11, , ,66, , 
7,2015-08-08 12:00:00,20150808, , , ,20.8, ,29.93, , , , ,64, ,AA,2015-08-08 12:00:00, , ,FEW030 SCT150 BKN200, , ,58,29.92, ,17.8,12, ,29.21, ,94846,350, ,12, ,8,80, , ,10.0,26.7, ,11, , ,70, , 
8,2015-08-09 12:00:00,20150809, , , ,21.5, ,29.93, , , , ,66, ,AA,2015-08-09 12:00:00, , ,FEW050 BKN065 BKN120, , ,62,29.92, ,18.9,12, ,29.21, ,94846,120, ,12, ,8,80, , ,10.0,26.7, ,11, , ,71, , 
9,2015-08-10 12:00:00,20150810,  T, , ,22.2, ,29.86, , , , ,70, ,AA,2015-08-10 12:00:00, , ,SCT049 BKN070 BKN100, , ,82,29.84, ,21.1,12, ,29.14,-RA,94846,310, ,12, ,14,76, , ,10.0,24.4, ,11, , ,72, , 
10,2015-08-11 12:00:00,20150811, , , ,19.6, ,30.06, , , , ,60, ,AA,2015-08-11 12:00:00, , ,FEW044 SCT080, , ,51,30.04, ,15.6,12, ,29.34, ,94846,040, ,12, ,8,80, , ,10.0,26.7, ,11, , ,67, , 
11,2015-08-12 12:00:00,20150812, , , ,19.2, ,30.15, , , , ,60, ,AA,2015-08-12 12:00:00, , ,SCT041, , ,54,30.14, ,15.6,12, ,29.42, ,94846,020, ,12, ,9,78, , ,10.0,25.6, ,11, , ,67, , 
12,2015-08-13 12:00:00,20150813, , , ,20.5, ,30.08, , , , ,61, ,AA,2015-08-13 12:00:00, , ,BKN150 BKN300, , ,48,30.07, ,16.1,12, ,29.36, ,94846,250, ,12, ,14,83,22, ,10.0,28.3, ,11, , ,69, , 
13,2015-08-14 12:00:00,20150814, , , ,23.3, ,30.09, , , , ,69, ,AA,2015-08-14 12:00:00, , ,BKN170, , ,59,30.08, ,20.6,12, ,29.37, ,94846,260, ,12, ,8,85, , ,10.0,29.4, ,11, , ,74, , 
14,2015-08-15 12:00:00,20150815, , , ,24.1, ,30.08, , , , ,70, ,AA,2015-08-15 12:00:00, , ,SCT037 BKN048, , ,55,30.06, ,21.1,12, ,29.36, ,94846,220, ,12, ,8,88, , ,10.0,31.1, ,11, , ,76, , 
15,2015-08-16 12:00:00,20150816, , , ,23.1, ,30.07, , , , ,67, ,AA,2015-08-16 12:00:00, , ,SCT049 SCT060, , ,50,30.06, ,19.4,12, ,29.35, ,94846,220, ,12, ,10,88, , ,10.0,31.1, ,11, , ,74, , 
16,2015-08-17 12:00:00,20150817,  T, , ,22.0, ,29.98, , , , ,64, ,AA,2015-08-17 12:00:00, , ,SCT040 BKN050 BKN110, , ,46,29.96, ,17.8,12, ,29.26, ,94846,260, ,12, ,10,87, , ,10.0,30.6, ,11, , ,72, , 
17,2015-08-18 12:00:00,20150818, , , ,21.3, ,29.82, , , , ,66, ,AA,2015-08-18 12:00:00, , ,SCT036 BKN250, , ,65,29.80, ,18.9,12, ,29.1, ,94846,200, ,12, ,8,79, , ,10.0,26.1, ,11, , ,70, , 
18,2015-08-19 12:00:00,20150819, , , ,16.9, ,29.71, , , , ,54, ,AA,2015-08-19 12:00:00, , ,FEW040 FEW200 SCT250, , ,48,29.70, ,12.2,12, ,28.99, ,94846,200, ,12, ,17,75,26, ,10.0,23.9, ,11, , ,63, , 
19,2015-08-20 12:00:00,20150820, , , ,14.5, ,29.89, , , , ,49, ,AA,2015-08-20 12:00:00, , ,BKN049, , ,47,29.88, ,9.4,12, ,29.17, ,94846,280, ,12, ,16,70,32, ,10.0,21.1, ,11, , ,58, , 
20,2015-08-21 12:00:00,20150821, , , ,18.9, ,30.07, , , , ,57, ,AA,2015-08-21 12:00:00, , ,FEW065, , ,44,30.06, ,13.9,12, ,29.35, ,94846,190, ,12, ,11,81,18, ,10.0,27.2, ,11, , ,66, , 
21,2015-08-22 12:00:00,20150822, , , ,17.7, ,30.07, , , , ,53, ,AA,2015-08-22 12:00:00, , ,FEW080 BKN250, , ,39,30.06, ,11.7,12, ,29.35, ,94846,150, ,12, ,22,80,28, ,10.0,26.7, ,11, , ,64, , 
22,2015-08-23 12:00:00,20150823, , , ,17.4, ,29.84, , , , ,55, ,AA,2015-08-23 12:00:00, , ,FEW035 FEW090, , ,48,29.82, ,12.8,12, ,29.12, ,94846,280, ,12, ,16,76,24, ,10.0,24.4, ,11, , ,63, , 
23,2015-08-24 12:00:00,20150824, , , ,14.4, ,29.9, , , , ,45, ,AA,2015-08-24 12:00:00, , ,SCT055, , ,36,29.89, ,7.2,12, ,29.18, ,94846,280, ,12, ,22,74,34, ,10.0,23.3, ,11, , ,58, , 
24,2015-08-25 12:00:00,20150825, , , ,14.6, ,30.02, , , , ,51, ,AA,2015-08-25 12:00:00, , ,SCT034, , ,55,30.01, ,10.6,12, ,29.3, ,94846,310, ,12, ,9,68, , ,10.0,20.0, ,11, , ,58, , 
25,2015-08-26 12:00:00,20150826, , , ,14.0, ,30.17, , , , ,51, ,SP,2015-08-26 12:00:00, , ,OVC031, , ,61,M, ,10.6,12, ,29.44, ,94846,020, ,12, ,9,65, , ,10.0,18.3, ,11, , ,57, , 
26,2015-08-26 12:00:00,20150826, , , ,14.0, ,30.16, , , , ,51, ,AA,2015-08-26 12:00:00, , ,OVC031, , ,61,30.16, ,10.6,12, ,29.44, ,94846,340, ,12, ,8,65, , ,10.0,18.3, ,11, , ,57, , 
27,2015-08-27 12:00:00,20150827, , , ,16.0, ,30.17, , , , ,52, ,AA,2015-08-27 12:00:00, , ,SCT043, , ,48,30.16, ,11.1,12, ,29.44, ,94846,070, ,12, ,6,73, , ,10.0,22.8, ,11, , ,61, , 
28,2015-08-28 12:00:00,20150828, , , ,17.6, ,30.12, , , , ,59, ,AA,2015-08-28 12:00:00, , ,FEW100 BKN140 OVC250, , ,66,30.11, ,15.0,12, ,29.39, ,94846,210, ,12, ,6,71, , ,10.0,21.7, ,11, , ,64, , 
29,2015-08-29 12:00:00,20150829, , , ,19.2, ,30.02, , ,s, ,66, ,SP,2015-08-29 12:00:00, , ,FEW009 BKN038CB, , ,93,M, ,18.9,12, ,29.3,-RA BR,94846,280, ,12, ,5,68, , ,6.0,20.0, ,11, , ,67, , 
30,2015-08-29 12:00:00,20150829, , , ,19.6, ,30.01, , , , ,66, ,SP,2015-08-29 12:00:00, , ,SCT011 BKN028CB OVC050, , ,87,M, ,19.0,12, ,29.29,BR,94846,200, ,12, ,7,70, , ,5.0,21.0, ,11, , ,67, , 
31,2015-08-29 12:00:00,20150829,  T, , ,19.4, ,30.01, , , , ,66, ,AA,2015-08-29 12:00:00, , ,FEW011 BKN028CB OVC055, , ,90,30.00, ,18.9,12, ,29.29,BR,94846,210, ,12, ,6,69, , ,5.0,20.6, ,11, , ,67, , 
32,2015-08-30 12:00:00,20150830, , , ,19.2, ,30.06, , , , ,63, ,AA,2015-08-30 12:00:00, , ,BKN024, , ,71,30.05, ,17.2,12, ,29.34, ,94846,340, ,12, ,5,73, , ,10.0,22.8, ,11, , ,67, , 
33,2015-08-31 12:00:00,20150831, , , ,22.3, ,30.05, , , , ,67, ,AA,2015-08-31 12:00:00, , ,SCT032, , ,59,30.03, ,19.4,12, ,29.33, ,94846,200, ,12, ,7,83, , ,10.0,28.3, ,11, , ,72, , 
0,2015-08-01 13:00:00,20150801, , , ,19.6, ,29.93, , , , ,56, ,AA,2015-08-01 13:00:00, , ,SCT065 SCT250, , ,36,29.91, ,13.3,13, ,29.21, ,94846,290, ,13, ,16,86,22, ,10.0,30.0, ,11, , ,67, , 
1,2015-08-02 13:00:00,20150802, , , ,23.1, ,29.74, , , , ,67, ,SP,2015-08-02 13:00:00, , ,FEW050CB SCT070, , ,50,M, ,19.4,13, ,29.02, ,94846,230, ,13, ,20,88,28, ,10.0,31.1, ,11, , ,74, , 
2,2015-08-02 13:00:00,20150802, , , ,23.2, ,29.76, , , , ,71, ,SP,2015-08-02 13:00:00, , ,SCT050CB SCT070, , ,74,M, ,21.7,13, ,29.04, ,94846,250, ,13, ,18,80,52, ,2.0,26.7, ,11, , ,74, , 
3,2015-08-02 13:00:00,20150802, , , ,22.0, ,29.75, , , , ,70, ,SP,2015-08-02 13:00:00, , ,FEW012 SCT050CB, , ,85,M, ,21.0,13, ,29.03, ,94846,240, ,13, ,14,75,52, ,5.0,24.0, ,11, , ,72, , 
4,2015-08-02 13:00:00,20150802,0.12, , ,22.2, ,29.75, , , , ,69, ,AA,2015-08-02 13:00:00, , ,FEW012 SCT050CB, , ,74,29.73, ,20.6,13, ,29.03,-TSRA,94846,240, ,13, ,11,78,36, ,10.0,25.6, ,11, , ,72, , 
5,2015-08-03 13:00:00,20150803, , , ,16.3, ,29.85, , , , ,47, ,AA,2015-08-03 13:00:00, , ,FEW075, , ,30,29.83, ,8.3,13, ,29.13, ,94846,290, ,13, ,13,81,24, ,10.0,27.2, ,11, , ,61, , 
6,2015-08-04 13:00:00,20150804, , , ,17.3, ,29.97, , , , ,51, ,AA,2015-08-04 13:00:00, , ,FEW060 BKN250, , ,35,29.96, ,10.6,13, ,29.25, ,94846,300, ,13, ,15,81,22, ,10.0,27.2, ,11, , ,63, , 
7,2015-08-05 13:00:00,20150805, , , ,18.1, ,30.03, , , , ,54, ,AA,2015-08-05 13:00:00, , ,SCT065 BKN250, , ,39,30.02, ,12.2,13, ,29.31, ,94846,060, ,13, ,10,81,17, ,10.0,27.2, ,11, , ,65, , 
8,2015-08-06 13:00:00,20150806, , , ,18.8, ,29.93, , , , ,56, ,AA,2015-08-06 13:00:00, , ,SCT050 SCT250, , ,41,29.92, ,13.3,13, ,29.21, ,94846,050, ,13, ,10,82, , ,10.0,27.8, ,11, , ,66, , 
9,2015-08-07 13:00:00,20150807, , , ,18.6, ,29.87, , , , ,56, ,AA,2015-08-07 13:00:00, , ,FEW050 SCT100 SCT130, , ,42,29.86, ,13.3,13, ,29.15, ,94846,190, ,13, ,14,81,23, ,10.0,27.2, ,11, , ,66, , 
10,2015-08-08 13:00:00,20150808, , , ,20.5, ,29.95, , , , ,64, ,AA,2015-08-08 13:00:00, , ,FEW032 SCT160 BKN190, , ,62,29.93, ,17.8,13, ,29.23, ,94846,340, ,13, ,10,78, , ,10.0,25.6, ,11, , ,69, , 
11,2015-08-09 13:00:00,20150809, , , ,20.7, ,29.94, , , , ,64, ,AA,2015-08-09 13:00:00, , ,FEW034 BKN045 BKN150, , ,60,29.93, ,17.8,13, ,29.22, ,94846,240, ,13, ,6,79, , ,10.0,26.1, ,11, , ,69, , 
12,2015-08-10 13:00:00,20150810,  T, , ,22.3, ,29.85, , , , ,67, ,AA,2015-08-10 13:00:00, , ,SCT048 BKN120 BKN200, , ,59,29.83, ,19.4,13, ,29.13, ,94846,310, ,13, ,7,83, , ,10.0,28.3, ,11, , ,72, , 
13,2015-08-11 13:00:00,20150811, , , ,19.5, ,30.07, , , , ,62, ,AA,2015-08-11 13:00:00, , ,FEW040 BKN090, , ,62,30.06, ,16.7,13, ,29.35, ,94846,050, ,13, ,13,76, , ,10.0,24.4, ,11, , ,67, , 
14,2015-08-12 13:00:00,20150812, , , ,19.4, ,30.14, , , , ,60, ,AA,2015-08-12 13:00:00, , ,SCT039, , ,52,30.13, ,15.6,13, ,29.41, ,94846,VR , ,13, ,6,79, , ,10.0,26.1, ,11, , ,67, , 
15,2015-08-13 13:00:00,20150813, , , ,20.2, ,30.07, , , , ,60, ,AA,2015-08-13 13:00:00, , ,BKN150 BKN300, , ,46,30.06, ,15.6,13, ,29.35, ,94846,250, ,13, ,17,83,26, ,10.0,28.3, ,11, , ,68, , 
16,2015-08-14 13:00:00,20150814, , , ,23.1, ,30.08, , , , ,67, ,AA,2015-08-14 13:00:00, , ,BKN170, , ,50,30.06, ,19.4,13, ,29.36, ,94846,260, ,13, ,9,88, , ,10.0,31.1, ,11, , ,74, , 
17,2015-08-15 13:00:00,20150815, , , ,24.1, ,30.06, , , , ,69, ,AA,2015-08-15 13:00:00, , ,SCT039CB SCT060 BKN250, , ,50,30.04, ,20.6,13, ,29.34, ,94846,290, ,13, ,3,90, , ,10.0,32.2, ,11, , ,75, , 
18,2015-08-16 13:00:00,20150816, , , ,23.1, ,30.06, , , , ,67, ,AA,2015-08-16 13:00:00, , ,SCT047, , ,50,30.04, ,19.4,13, ,29.34, ,94846,220, ,13, ,13,88,20, ,10.0,31.1, ,11, , ,74, , 
19,2015-08-17 13:00:00,20150817, , , ,22.0, ,29.96, , , , ,65, ,AA,2015-08-17 13:00:00, , ,SCT040 BKN055 BKN110, , ,51,29.94, ,18.3,13, ,29.24, ,94846,240, ,13, ,6,85, , ,10.0,29.4, ,11, , ,72, , 
20,2015-08-18 13:00:00,20150818, , , ,22.0, ,29.79, , , , ,67, ,AA,2015-08-18 13:00:00, , ,SCT036 BKN045 BKN250, , ,63,29.78, ,19.4,13, ,29.07, ,94846,200, ,13, ,9,81, , ,10.0,27.2, ,11, , ,72, , 
21,2015-08-19 13:00:00,20150819, , , ,17.5, ,29.7, , , , ,56, ,AA,2015-08-19 13:00:00, , ,FEW045 SCT250, , ,52,29.69, ,13.3,13, ,28.98, ,94846,240, ,13, ,16,75,25, ,10.0,23.9, ,11, , ,64, , 
22,2015-08-20 13:00:00,20150820, , , ,15.0, ,29.88, , , , ,49, ,AA,2015-08-20 13:00:00, , ,BKN055, , ,44,29.87, ,9.4,13, ,29.16, ,94846,280, ,13, ,20,72,32, ,10.0,22.2, ,11, , ,59, , 
23,2015-08-21 13:00:00,20150821, , , ,18.9, ,30.06, , , , ,57, ,AA,2015-08-21 13:00:00, , ,SCT060 SCT090, , ,44,30.04, ,13.9,13, ,29.34, ,94846,220, ,13, ,10,81, , ,10.0,27.2, ,11, , ,66, , 
24,2015-08-22 13:00:00,20150822, , , ,17.7, ,30.05, , , , ,54, ,AA,2015-08-22 13:00:00, , ,FEW060 BKN250, , ,42,30.04, ,12.2,13, ,29.33, ,94846,160, ,13, ,17,79,24, ,10.0,26.1, ,11, , ,64, , 
25,2015-08-23 13:00:00,20150823, , , ,16.8, ,29.85, , , , ,53, ,AA,2015-08-23 13:00:00, , ,FEW050 FEW250, , ,45,29.84, ,11.7,13, ,29.13, ,94846,280, ,13, ,20,76,29, ,10.0,24.4, ,11, , ,62, , 
26,2015-08-24 13:00:00,20150824, , , ,14.9, ,29.9, , , , ,47, ,AA,2015-08-24 13:00:00, , ,BKN060, , ,38,29.89, ,8.3,13, ,29.18, ,94846,260, ,13, ,23,74,30, ,10.0,23.3, ,11, , ,59, , 
27,2015-08-25 13:00:00,20150825, , , ,15.5, ,30.01, , , , ,52, ,AA,2015-08-25 13:00:00, , ,BKN036, , ,51,30.01, ,11.1,13, ,29.29, ,94846,310, ,13, ,8,71,17, ,10.0,21.7, ,11, , ,60, , 
28,2015-08-26 13:00:00,20150826, , , ,14.2, ,30.16, , , , ,52, ,AA,2015-08-26 13:00:00, , ,OVC031, , ,63,30.16, ,11.1,13, ,29.44, ,94846,340, ,13, ,9,65, , ,10.0,18.3, ,11, , ,58, , 
29,2015-08-27 13:00:00,20150827, , , ,16.2, ,30.14, , , , ,52, ,AA,2015-08-27 13:00:00, , ,SCT042, , ,46,30.14, ,11.1,13, ,29.41, ,94846,110, ,13, ,6,74, , ,10.0,23.3, ,11, , ,61, , 
30,2015-08-28 13:00:00,20150828, , , ,17.8, ,30.11, , , , ,59, ,AA,2015-08-28 13:00:00, , ,FEW100 SCT140 OVC250, , ,64,30.10, ,15.0,13, ,29.39, ,94846,210, ,13, ,5,72, , ,10.0,22.2, ,11, , ,64, , 
31,2015-08-29 13:00:00,20150829, , , ,19.4, ,30.0, , , , ,66, ,SP,2015-08-29 13:00:00, , ,BKN012 OVC045, , ,90,M, ,18.9,13, ,29.28, ,94846,270, ,13, ,5,69, , ,9.0,20.6, ,11, , ,67, , 
